Method,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
ICD,0.7624880479555075,0.7413804990724597,0.43718489914482966,0.48018958665981804,0.7140815889119096,0.6256642700844014,0.7859664135201626,0.7697336794538987,1.4228298664093018
