Model,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
Base,0.7988904857581687,-,0.4281393362260246,-,0.7289239519310156,-,0.7440006930607295,-,
Ours (Dynamic DNA),0.7988904857581686,0.7619330026327061,0.42813933686194744,0.4242316426928816,0.7289239519310156,0.754675652906487,0.7440006930607295,0.6100696304231388,0.0
Ours (LoRA),0.7988904857581686,0.597886745700553,0.42813933686194744,0.4808065928374606,0.7289239519310156,0.680033698399326,0.7440006930607295,0.5427401878160366,0.0
Full Replay Oracle,0.803648215219663,0.8402663020879209,0.422424172979896,0.39277188484686393,0.7247041555820567,0.750463352990733,0.7355714159837872,0.6818474758324382,0.094994455575943
