Model,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
Base,0.8040960204146833,-,0.4277201120960452,-,0.7149802770388037,-,0.6934990628391042,-,
Ours (Dynamic DNA),0.8040960204146833,0.6747349915543106,0.4277201129275152,0.45416427151197314,0.7149802770388037,0.7590564448188711,0.6934990628391042,0.5921277809469481,0.0
Ours (LoRA),0.8040960204146833,0.6717122477930916,0.4277201129275152,0.4753208863358564,0.7149802770388037,0.7027801179443977,0.6934990628391042,0.55700652938222,0.0
Full Replay Oracle,0.8030154120987697,0.8374227986688659,0.4243717671615896,0.3956445782914682,0.7168149711035685,0.7563605728727886,0.7064752305790625,0.6548926014319809,0.045896731317043304
