Method,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
X-DER (mem=5000),0.6622168385601532,0.6710939230247259,0.45494301904488793,0.46545087075322983,0.6952401349253092,0.6600284495021337,0.7911805708415878,0.7617940199335548,0.0361064188182354
