Method,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
ICD,0.7865490922355978,0.7251426833427314,0.4682476738552512,0.47193535587322855,0.686175580221998,0.7110362257792755,0.6287574606619641,0.5143018974794675,0.9575483202934265
