Method,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
X-DER (mem=5000),0.8152830363460746,0.8467713400151022,0.41981027481062344,0.3899232299637229,0.7317677277314008,0.7582139848357203,0.7334062727935813,0.6622734761120264,0.07342950999736786
