Method,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
ICDM-WWW24 (adapted),0.6733151158840177,0.6801348362423381,0.4419590181116612,0.4616462463408505,0.7115810530828035,0.667239762425758,0.8230394950247666,0.7596794220566655,0.07198942452669144
