Method,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
ICDM-WWW24 (adapted),0.7522166460159566,0.8201590644334242,0.4700550984491105,0.4146907287104006,0.6000365764447696,0.7508440243079001,0.42733699921445406,0.6061899679829242,0.28987300395965576
