ortho_lambda,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
0.0,0.7662248711421166,0.8065095750212392,0.5447379100462167,0.41243254841371985,0.6234193041366007,0.75054704595186,0.6716501588488133,0.8160866559115003,0.16245409846305847
0.01,0.7488980837063175,0.8092592351143739,0.48348084831424387,0.4114625291129104,0.6487104379509895,0.7491403563613629,0.712338384133856,0.8134805345729227,0.1398293524980545
0.1,0.676269614472192,0.8073914292881591,0.5258368656653273,0.41248695712352773,0.5618346788597557,0.7496092528915286,0.6165676773991873,0.8137209302325581,0.13334284722805023
0.3,0.625026848215379,0.807729484723618,0.5474834395637197,0.4120719562050186,0.5401871829677788,0.7496092528915286,0.6006948752947016,0.8141531322505801,0.13979168236255646
0.5,0.6733327683238608,0.8088280345064792,0.5140793528262293,0.4112994099223767,0.5957705222547689,0.7507033447952485,0.6631741874032623,0.815029572074684,0.14181730151176453
0.7,0.6709567228202317,0.8094385369636655,0.5313673787438692,0.41114032884114227,0.55669071943988,0.7489840575179744,0.6109473948209919,0.8137323126884713,0.13994966447353363
1.0,0.65235074326257,0.8098279109039828,0.5455181068554558,0.4109895214988986,0.5431163820818747,0.75054704595186,0.5936844780481606,0.814935064935065,0.13963773846626282
10.0,0.6834634456527818,0.8085298760793704,0.5462855684101589,0.4112929274920124,0.5413302850610845,0.7471084713973116,0.5807210031347962,0.8113779435765913,0.13986466825008392
