Method,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,TMD
Base,0.7359034574939662,-,0.45888549795261935,-,0.6645940014630578,-,0.622478386167147,-,
Ours-Ablated,0.5866736544857678,0.7624827336337493,0.5221656271825001,0.4406865961484893,0.5444403803950256,0.6745442268737339,0.491943707933918,0.4034653465346535,0.0
Ours (Dynamic DNA),0.7359034574939662,0.5658154882764832,0.45888549795261935,0.5115272164263122,0.6645940014630578,0.6147873058744092,0.622478386167147,0.4193384223918575,0.0
Ours (LoRA),0.7359034574939662,0.5059997634916681,0.45888549795261935,0.534988454248059,0.6645940014630578,0.5617825793382849,0.622478386167147,0.3013993541442411,0.0
Full Replay Oracle,0.7207234741729213,0.6786737417882546,0.47434875132273413,0.47085253511999514,0.64575713240673,0.6772451046590142,0.5968782518210197,0.3566621803499327,0.07395276427268982
Naive FT (NFT),0.7104904667812153,0.7294641576655119,0.6669018297950896,0.48676344444740266,0.5384052670080468,0.699527346387576,0.157543391188251,0.42948717948717946,0.08813637495040894
EWC (lambda=1000),0.7708009428589415,0.8292666480479257,0.4905001112257459,0.4179138539788459,0.6951353328456474,0.7484807562457799,0.6812009944540065,0.6584135717560752,0.10027698427438736
DER++ (mem=5000),0.7687345295846086,0.822840666349645,0.4927782736529703,0.4290563985186945,0.6969641550841258,0.7420661715057394,0.6888262910798122,0.6351480420248329,0.09033606946468353
C-LoRA (lambda=10000),0.7741999544436073,0.8027653862508145,0.4858508084883409,0.4501861987382832,0.7033650329188003,0.7261985145172181,0.6963684013478099,0.6095329802599904,0.11478966474533081
