Method,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
ICDM-WWW24 (adapted),0.6153851394689993,0.6810244542439092,0.4669452575051448,0.45706170135515906,0.6685617129801817,0.6760513186029936,0.7903334229631621,0.7745908414613986,0.08130157738924026
