Method,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
ICDM-WWW24 (adapted),0.7426701502533409,0.8184590826357577,0.49282154237026465,0.40509602903492914,0.5592147509402807,0.7543386689132267,0.2930704722671767,0.6093247588424437,0.42188429832458496
