Model,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
Base,0.8057585168521547,-,0.42572753848236156,-,0.7180992569489038,-,0.7058485689671676,-,
Ours (Dynamic DNA),0.8057585168521547,0.7058987827215574,0.42572753990928863,0.4571987852166877,0.7180992569489038,0.7182813816343724,0.7058485689671676,0.5681818181818182,0.0
Ours (LoRA),0.8057585168521547,0.6956493343702547,0.42572753990928863,0.472506658756421,0.7180992569489038,0.6930075821398484,0.7058485689671676,0.5547409579667644,0.0
Full Replay Oracle,0.8090320199900536,0.8324828670825897,0.4202862475966375,0.3988607141833156,0.7220438491881479,0.7541701769165965,0.7150648862140304,0.6588730418517652,0.049303725361824036
