Model,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
Base,0.8073461959632452,-,0.4195733229255714,-,0.7204843592330978,-,0.715844446516833,-,
Ours (Dynamic DNA),0.8073461959632452,0.5725215709509437,0.41957332321012536,0.5123636322317016,0.7204843592330978,0.6102780117944397,0.715844446516833,0.5113036129304881,0.0
Ours (LoRA),0.8073461959632452,0.5690584116482509,0.41957332321012536,0.5119186470988102,0.7204843592330978,0.6163437236731255,0.715844446516833,0.5001097694840835,0.0
Full Replay Oracle,0.8087269356912457,0.8391308204803515,0.4193646099817226,0.39386376571340925,0.7235116044399597,0.7499578770008425,0.7251504650738647,0.6706613404349756,0.06760314106941223
