Model,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
Base,0.8030996956932875,-,0.425510616018503,-,0.7230529309237684,-,0.7119549661291862,-,
Ours (Dynamic DNA),0.8030996956932875,0.7351299526986179,0.4255106157991654,0.43055018710879167,0.7230529309237684,0.7566975568660489,0.7119549661291862,0.6035145524437122,0.0
Ours (LoRA),0.8030996956932875,0.6848035056575202,0.4255106157991654,0.4571641709092451,0.7230529309237684,0.7263689974726201,0.7119549661291862,0.598019801980198,0.0
Full Replay Oracle,0.8147295808370278,0.8393576156630338,0.41623508309769064,0.39685796345348034,0.7248876249885332,0.7470935130581298,0.719115856514002,0.6508490346592231,0.06969312578439713
