Model,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
Base,0.8015625427883771,-,0.4305803088070476,-,0.7146133382258508,-,0.7043056743655546,-,
Ours (Dynamic DNA),0.8015625596924273,0.7070371502429311,0.43058030697268895,0.45075560853745733,0.7146133382258508,0.7561920808761584,0.7043056743655546,0.5750367107195301,0.0
Ours (LoRA),0.8015625596924273,0.7134056091624501,0.43058030697268895,0.4586234621571526,0.7146133382258508,0.7164279696714406,0.7043056743655546,0.5659014702089245,0.0
Full Replay Oracle,0.8061312511600405,0.8355416847663653,0.42669232034600413,0.39903353525272844,0.719750481607192,0.7523167649536647,0.7086313781592751,0.6637694419030192,0.05541849508881569
