Model,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
Base,0.7588294642306219,-,0.4274132562466135,-,0.7337548483077414,-,0.8120264085827894,-,
Ours (Dynamic DNA),0.7588294642306219,0.7426508146656091,0.4274132562466135,0.4373225697224524,0.7337548483077414,0.720064148253742,0.8120264085827894,0.7934796897594321,0.0
Ours (LoRA),0.7588294642306219,0.7423624407673757,0.4274132562466135,0.4390690596851225,0.7337548483077414,0.720064148253742,0.8120264085827894,0.794524131316214,0.0
Full Replay Oracle,0.7625867356603431,0.7639550420247636,0.42934078525129415,0.4331321385912439,0.735800435683545,0.7261819909717272,0.8147389206609414,0.7980903994393833,0.08277871459722519
