Model,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
Base,0.758452152284795,-,0.42603348206756997,-,0.7366771159874608,-,0.8148743042844869,-,
Ours (Dynamic DNA),0.758452152284795,0.7488164843752467,0.42603348206756997,0.4347132432730177,0.7366771159874608,0.7203017343787123,0.8148743042844869,0.7953943080599609,0.0
Ours (LoRA),0.758452152284795,0.73325608214085,0.42603348206756997,0.4397688642567222,0.7366771159874608,0.7236279401282965,0.8148743042844869,0.8018904074594456,0.0
Full Replay Oracle,0.7621818285292191,0.7652811728292717,0.42644988463653094,0.4306577791982016,0.7368896445459858,0.7303991446899502,0.8163613439145591,0.803225386916374,0.06909976899623871
