dataset,split,protocol,seed,train_seed,support_query_seed,support_frac,method,method_label,method_family,is_oracle,drift_space,selected_hparams,selection_source,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,TMD
math1,random,2f297742f011b7e7,2,2,,,G-NCDM(Anchor),Base,anchor,False,gncdm_concept,{},fixed_or_not_applicable,0.8057585168521547,,0.42572753848236156,,0.7180992569489038,,0.7058485689671676,,
math1,random,2f297742f011b7e7,2,2,,,EWC,EWC (lambda=10000),continual_learning_baseline,False,embedding,"{""lambda"": 10000}",fixed_from_existing_result,0.7617830020308527,0.802207811892625,0.5050859504913415,0.4376595572233652,0.6875516007705715,0.719966301600674,0.6656194777145101,0.5920471281296024,0.09844129532575607
math1,random,2f297742f011b7e7,2,2,,,DER++,DER++ (mem=5000),continual_learning_baseline,False,embedding,"{""mem_size"": 5000}",fixed_from_existing_result,0.7943101643039876,0.8416422556001156,0.42551827808071985,0.38961721061474036,0.7143381341161361,0.7572030328559394,0.7306228373702423,0.6584498696373549,0.007630326319485903
math1,random,2f297742f011b7e7,2,2,,,C-LoRA,C-LoRA (lambda=10000),continual_learning_baseline,False,embedding,"{""lambda"": 10000}",fixed_from_existing_result,0.763580528021675,0.7830140383394905,0.5081853405447283,0.46933515442576873,0.6859003761122833,0.707329401853412,0.6614593632588491,0.5807385952208545,0.10364915430545807
math1,random,2f297742f011b7e7,2,2,,,X-DER,X-DER (mem=5000),gncdm_baseline,False,gncdm_concept,"{""mem_size"": 5000}",fixed_from_existing_result,0.8110241115991874,0.8434845351407685,0.4188170944308383,0.3904692236962679,0.7239702779561508,0.7514743049705139,0.7159444916454262,0.6620847651775487,0.0671633780002594
math1,random,2f297742f011b7e7,2,2,,,Full-Replay,Full Replay Oracle,oracle,True,gncdm_concept,{},fixed_or_not_applicable,0.8090320199900536,0.8324828670825897,0.4202862475966375,0.3988607141833156,0.7220438491881479,0.7541701769165965,0.7150648862140304,0.6588730418517652,0.049303725361824036
math1,random,2f297742f011b7e7,2,2,,,C-LoRA-GNCDM,C-LoRA-GNCDM (lambda=10),gncdm_baseline,False,gncdm_concept,"{""lambda"": 10.0}",fixed_from_existing_result,0.724222641893443,0.7496523728610673,0.5257764962203515,0.4566158051705287,0.6472800660489864,0.7181128896377422,0.6381857532699727,0.5016383675901103,0.18024705350399017
math1,random,2f297742f011b7e7,2,2,,,ICD,ICD,external_baseline,False,icd_trait,{},fixed_protocol_external_icd,0.7865490922355978,0.7251426833427314,0.4682476738552512,0.4719353558732285,0.686175580221998,0.7110362257792755,0.6287574606619641,0.5143018974794675,0.9575483202934264
math1,random,2f297742f011b7e7,2,2,,,CLEAN-Full,Ours (Dynamic DNA),gncdm_strategy,False,gncdm_concept,{},fixed_or_not_applicable,0.8057585168521547,0.7058987827215574,0.42572753990928863,0.4571987852166877,0.7180992569489038,0.7182813816343724,0.7058485689671676,0.5681818181818182,0.0
math1,random,2f297742f011b7e7,2,2,,,CLEAN-LoRA,Ours (LoRA),gncdm_strategy,False,gncdm_concept,{},fixed_or_not_applicable,0.8057585168521547,0.6956493343702547,0.42572753990928863,0.472506658756421,0.7180992569489038,0.6930075821398484,0.7058485689671676,0.5547409579667644,0.0
