Method,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
ICD,0.6028792068283719,0.6675220103733986,0.49158654690562936,0.47282666850146515,0.543976824655991,0.65,0.5920380102224462,0.7509739286784537,4.224229335784912
