dataset,split,protocol,method,metric,n,mean,sd
math1,random,f4877a6c81b57ed6,C-LoRA,Balanced_ACC,5,0.6991376251624194,0.004888203554654241
math1,random,f4877a6c81b57ed6,C-LoRA-GNCDM,Balanced_ACC,5,0.6509366212122629,0.013431711069863295
math1,random,f4877a6c81b57ed6,CLEAN-Full,Balanced_ACC,5,0.7270895540140037,0.006922885630067545
math1,random,f4877a6c81b57ed6,DER++,Balanced_ACC,5,0.7275834898245964,0.004711233570622284
math1,random,f4877a6c81b57ed6,EWC,Balanced_ACC,5,0.7003478425381161,0.005735732617652161
math1,random,f4877a6c81b57ed6,G-NCDM(Anchor),Balanced_ACC,0,,
math1,random,f4877a6c81b57ed6,ICD,Balanced_ACC,5,0.6936337738891812,0.0
math1,random,f4877a6c81b57ed6,X-DER,Balanced_ACC,5,0.7335196621009781,0.0017614415948823423
