Method,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
X-DER (mem=5000),0.6533865845153852,0.6686102421235932,0.45255822022192316,0.46363249506583837,0.7022541093323339,0.677335229966809,0.8016125004459349,0.7713373655913979,0.04332266002893448
