Model,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
Base,0.8156668668015628,-,0.3875086412209748,-,0.7858112452668429,-,0.8577258921791951,-,
Ours (Dynamic DNA),0.8156668668015628,0.7982925645014673,0.3875086412209748,0.4201297162902562,0.7858112452668429,0.7394498280712722,0.8577258921791951,0.8105466530287533,0.0
Ours (LoRA),0.8156668668015628,0.7553025731745033,0.3875086412209748,0.43513776094859447,0.7858112452668429,0.7202250703344796,0.8577258921791951,0.7997314835533677,0.0
Full Replay Oracle,0.8163747505807566,0.8118166594260985,0.3875966840606012,0.41054250145433185,0.7860970207901693,0.7514848390121913,0.8584932413271575,0.8133364639586758,0.08240850269794464
