Model,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
Base,0.8193351743772803,-,0.3869048409339021,-,0.783239265556905,-,0.853980171335066,-,
Ours (Dynamic DNA),0.8193351743772803,0.7969194294258429,0.3869048409339021,0.4196515618461637,0.783239265556905,0.7453891841200375,0.853980171335066,0.8114801527600972,0.0
Ours (LoRA),0.8193351743772803,0.780292755381272,0.3869048409339021,0.4255357219468899,0.783239265556905,0.7338230697092841,0.853980171335066,0.8053936692949377,0.0
Full Replay Oracle,0.8173191499531034,0.8150072727291693,0.38868364393834975,0.4082733883814843,0.7815960562977781,0.7550797124101282,0.8530641672674838,0.8131632288064863,0.04581543803215027
