Model,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
Base,0.8170354667450452,-,0.38802818805976375,-,0.7848110309352004,-,0.8549272709758212,-,
Ours (Dynamic DNA),0.8170354667450452,0.796781432714608,0.38802818805976375,0.4176093172742571,0.7848110309352004,0.7503907471084714,0.8549272709758212,0.8129757582855135,0.0
Ours (LoRA),0.8170354667450452,0.7872472993897582,0.38802818805976375,0.4228310650955839,0.7848110309352004,0.7371053454204439,0.8549272709758212,0.8075955159002517,0.0
Full Replay Oracle,0.8172843870883182,0.8144599274969659,0.38857779054594915,0.40824325675200696,0.7843823676502107,0.7530478274460769,0.8570752036370525,0.8131062219067897,0.04291968047618866
