Model,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
Base,0.8192450890370341,-,0.3867057827000014,-,0.7850968064585269,-,0.8558558558558559,-,
Ours (Dynamic DNA),0.8192450890370341,0.7948072870190781,0.3867057827000014,0.41789525205623407,0.7850968064585269,0.7446076899030947,0.8558558558558559,0.8103528319405757,0.0
Ours (LoRA),0.8192450890370341,0.7812430864742883,0.3867057827000014,0.42460467698977716,0.7850968064585269,0.7353860581431697,0.8558558558558559,0.8065806009368217,0.0
Full Replay Oracle,0.8174641266205938,0.8128719744116756,0.38713973892605696,0.40903329422861545,0.7873830106451383,0.7533604251328541,0.8585551330798479,0.8120085775553967,0.04635569080710411
