Model,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
Base,0.8199502627417232,-,0.38663067549505004,-,0.7847395870543687,-,0.8558993734755368,-,
Ours (Dynamic DNA),0.8199502627417232,0.7951543649152488,0.38663067549505004,0.4178052008401816,0.7847395870543687,0.7453891841200375,0.8558993734755368,0.8098517567409829,0.0
Ours (LoRA),0.8199502627417232,0.7906215432371442,0.38663067549505004,0.41997035829305307,0.7847395870543687,0.7378868396373867,0.8558993734755368,0.8052038564293181,0.0
Full Replay Oracle,0.8208683127987704,0.8151323355082853,0.3860071265773644,0.40849178629574645,0.7863113524326641,0.7589871834948422,0.8571428571428571,0.8176873965476472,0.051184892654418945
