Method,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
X-DER (mem=5000),0.6726266957118071,0.6731230519579261,0.45287234008711796,0.46498887818403073,0.6958290946083419,0.6731863442389758,0.7930645102538885,0.7752873094791751,0.030089501291513443
