dataset,split,protocol,seed,train_seed,support_query_seed,support_frac,method,method_label,method_family,is_oracle,drift_space,selected_hparams,selection_source,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,TMD
junyi,random,5922b271f52e9acf,2,2,,,G-NCDM(Anchor),Base,anchor,False,gncdm_concept,{},fixed_or_not_applicable,0.8193115104994445,,0.3866895381051084,,0.7850253625776952,,0.8557733787087188,,
junyi,random,5922b271f52e9acf,2,2,,,EWC,EWC (lambda=1000),continual_learning_baseline,False,embedding,"{""lambda"": 1000}",fixed_from_existing_result,0.7548196950476345,0.7655686731819611,0.44170537682325356,0.43817682881170855,0.723655068943345,0.7195998749609253,0.7995023844080448,0.7829663682555045,0.09239353984594345
junyi,random,5922b271f52e9acf,2,2,,,DER++,DER++ (mem=5000),continual_learning_baseline,False,embedding,"{""mem_size"": 5000}",fixed_from_existing_result,0.8061262835590373,0.803553910767342,0.39704730966902163,0.4135654568672377,0.7678788311781096,0.7475773679274773,0.8376392983858878,0.8084904541681489,0.021414093673229218
junyi,random,5922b271f52e9acf,2,2,,,C-LoRA,C-LoRA (lambda=10.0),continual_learning_baseline,False,embedding,"{""lambda"": 10.0}",fixed_from_existing_result,0.7451221861727564,0.7829786845669505,0.43788756727800504,0.4286938585789418,0.7185825534043009,0.728196311347296,0.7956420233463035,0.7873303167420814,0.19774432480335236
junyi,random,5922b271f52e9acf,2,2,,,X-DER,X-DER (mem=5000),gncdm_baseline,False,gncdm_concept,"{""mem_size"": 5000}",fixed_from_existing_result,0.8098822990005492,0.782658986970628,0.3938230390990406,0.4268830471359809,0.7763092091162392,0.7227258518286964,0.8527627557018576,0.7927085767702734,0.0700719803571701
junyi,random,5922b271f52e9acf,2,2,,,Full-Replay,Full Replay Oracle,oracle,True,gncdm_concept,{},fixed_or_not_applicable,0.8214400769266966,0.8158086549910114,0.3857887987226048,0.4073308628048978,0.7875973422876331,0.7567989996874023,0.8585161566649218,0.8173280112702512,0.040290072560310364
junyi,random,5922b271f52e9acf,2,2,,,C-LoRA-GNCDM,C-LoRA-GNCDM (lambda=0.1),gncdm_baseline,False,gncdm_concept,"{""lambda"": 0.1}",fixed_from_existing_result,0.7706531205645627,0.8085864098794381,0.454058633223179,0.41143481183361547,0.7010073587197256,0.7524226320725227,0.76828525552295,0.8135154226512833,0.14759241044521332
junyi,random,5922b271f52e9acf,2,2,,,ICD,ICD,external_baseline,False,icd_trait,{},fixed_protocol_external_icd,0.7865490922355978,0.7251426833427314,0.4682476738552512,0.4719353558732285,0.686175580221998,0.7110362257792755,0.6287574606619641,0.5143018974794675,0.9575483202934264
junyi,random,5922b271f52e9acf,2,2,,,CLEAN-Full,Ours (Dynamic DNA),gncdm_strategy,False,gncdm_concept,{},fixed_or_not_applicable,0.8193115104994445,0.7938743750120604,0.3866895381051084,0.41825188477280467,0.7850253625776952,0.745545482963426,0.8557733787087188,0.8113994439295644,0.0
junyi,random,5922b271f52e9acf,2,2,,,CLEAN-LoRA,Ours (LoRA),gncdm_strategy,False,gncdm_concept,{},fixed_or_not_applicable,0.8193115104994445,0.7805720865926755,0.3866895381051084,0.4245993147376902,0.7850253625776952,0.7322600812753985,0.8557733787087188,0.8016672455713789,0.0
