dataset,split,protocol,seed,train_seed,support_query_seed,support_frac,method,method_label,method_family,is_oracle,drift_space,selected_hparams,selection_source,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,TMD
junyi,random,3b3caf91efab385f,42,42,,,G-NCDM(Anchor),Base,anchor,False,gncdm_concept,{},fixed_or_not_applicable,0.8196752394535602,,0.3869728985624611,,0.7849539186968636,,0.8549117902246216,,
junyi,random,3b3caf91efab385f,42,42,,,EWC,EWC (lambda=1000),continual_learning_baseline,False,embedding,"{""lambda"": 1000}",fixed_from_existing_result,0.7540607510010645,0.7661856426052069,0.4412136858650987,0.4398198932987226,0.7260127170107881,0.7211628633948108,0.8030404190847927,0.7850084357676549,0.09198369085788727
junyi,random,3b3caf91efab385f,42,42,,,DER++,DER++ (mem=5000),continual_learning_baseline,False,embedding,"{""mem_size"": 5000}",fixed_from_existing_result,0.8056848740147955,0.797829237675084,0.3967395997575058,0.41635848809727694,0.7669500607272987,0.7417943107221007,0.8375012453920494,0.8038470672049395,0.02306261472404003
junyi,random,3b3caf91efab385f,42,42,,,C-LoRA,C-LoRA (lambda=10.0),continual_learning_baseline,False,embedding,"{""lambda"": 10.0}",fixed_from_existing_result,0.744441008945956,0.7775239551547195,0.4262238485751887,0.4321594839867045,0.7355861970422234,0.7296030009377931,0.8192429792429793,0.7974713181924608,0.19746993482112885
junyi,random,3b3caf91efab385f,42,42,,,X-DER,X-DER (mem=5000),gncdm_baseline,False,gncdm_concept,"{""mem_size"": 5000}",fixed_from_existing_result,0.8131055753870049,0.7796797495823852,0.3937002143066438,0.42831673567136014,0.7787383010645138,0.7213191622381995,0.8543479283262004,0.7904078993769836,0.04864099994301796
junyi,random,3b3caf91efab385f,42,42,,,Full-Replay,Full Replay Oracle,oracle,True,gncdm_concept,{},fixed_or_not_applicable,0.8198191813653306,0.8142772357057885,0.386487881228295,0.4089955127061798,0.7858826891476745,0.7536730228196311,0.8585052641518341,0.8154998829313977,0.055094316601753235
junyi,random,3b3caf91efab385f,42,42,,,C-LoRA-GNCDM,C-LoRA-GNCDM (lambda=0.1),gncdm_baseline,False,gncdm_concept,"{""lambda"": 0.1}",fixed_from_existing_result,0.7746549397636668,0.808122092146965,0.47498999891044275,0.4116073089177186,0.6675001786097021,0.7514848390121913,0.726556991774383,0.8108043788672061,0.14128708839416504
junyi,random,3b3caf91efab385f,42,42,,,ICD,ICD,external_baseline,False,icd_trait,{},fixed_protocol_external_icd,0.7624880479555075,0.7413804990724597,0.4371848991448296,0.480189586659818,0.7140815889119096,0.6256642700844014,0.7859664135201626,0.7697336794538987,1.4228298664093018
junyi,random,3b3caf91efab385f,42,42,,,CLEAN-Full,Ours (Dynamic DNA),gncdm_strategy,False,gncdm_concept,{},fixed_or_not_applicable,0.8196752394535602,0.7938533052194152,0.3869728985624611,0.4194210783331593,0.7849539186968636,0.7428884026258206,0.8549117902246216,0.8095844426438246,0.0
junyi,random,3b3caf91efab385f,42,42,,,CLEAN-LoRA,Ours (LoRA),gncdm_strategy,False,gncdm_concept,{},fixed_or_not_applicable,0.8196752394535602,0.7821214464934181,0.3869728985624611,0.4239817265135688,0.7849539186968636,0.7403876211316036,0.8549117902246216,0.8088827522724658,0.0
