Method,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
X-DER (mem=5000),0.6733807775970039,0.6863169700066442,0.4531993090153479,0.46137402977788167,0.698613267655405,0.6722380275011854,0.7984676524292005,0.7805381379474562,0.03999824449419975
