Model,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
Base,0.7549582095136671,-,0.42964611936505404,-,0.7333563572605069,-,0.810769027733263,-,
Ours (Dynamic DNA),0.7549582095136671,0.7513086086281013,0.42964611936505404,0.43418902167739065,0.7333563572605069,0.7229151817533856,0.810769027733263,0.7961546864758575,0.0
Ours (LoRA),0.7549582095136671,0.746507723041359,0.42964611936505404,0.4373662400364373,0.7333563572605069,0.7201829413162272,0.810769027733263,0.7903333481685878,0.0
Full Replay Oracle,0.7602634632382872,0.7619478009901324,0.42781515821102645,0.4305273554177323,0.7379788534084267,0.7349132810643858,0.8169348701672328,0.808249194414608,0.07025294750928879
