Model,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
Base,0.7593929452816741,-,0.42693190850582413,-,0.736517719568567,-,0.8166728280961183,-,
Ours (Dynamic DNA),0.7593929452816741,0.751711820879088,0.42693190850582413,0.4339108030614074,0.736517719568567,0.7239843193157519,0.8166728280961183,0.7963182117028271,0.0
Ours (LoRA),0.7593929452816741,0.7402150299514386,0.42693190850582413,0.43793068791686074,0.736517719568567,0.7225588025659302,0.8166728280961183,0.7978009609973594,0.0
Full Replay Oracle,0.7607415877534509,0.7639755589559013,0.42857578813002434,0.43229210787034733,0.7353488124966793,0.7266571632216678,0.8137456530680925,0.7942780509611086,0.07446934282779694
