Model,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
Base,0.7567435932448103,-,0.42784625838366863,-,0.7330109983529036,-,0.8101839610168852,-,
Ours (Dynamic DNA),0.7567435932448103,0.7490086064749297,0.42784625838366863,0.4345075601197605,0.7330109983529036,0.7191732002851033,0.8101839610168852,0.7948628948281846,0.0
Ours (LoRA),0.7567435932448103,0.74052638525413,0.42784625838366863,0.43946113181951474,0.7330109983529036,0.7194107864100736,0.8101839610168852,0.7912874436688169,0.0
Full Replay Oracle,0.761589979411846,0.7641089533430642,0.4272002089260131,0.43156220826868097,0.738536740874555,0.7337847469707769,0.8200138985406532,0.807507301151005,0.0678616389632225
