dataset,split,protocol,seed,train_seed,support_query_seed,support_frac,method,method_label,method_family,is_oracle,drift_space,selected_hparams,selection_source,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,TMD
a0910,user,6724fbe7bf2c028a,11,11,7,0.5,G-NCDM(Anchor),Base,anchor,False,gncdm_concept,{},fixed_or_not_applicable,0.658005912930243,,0.45633287840776177,,0.6991486855490711,,0.790734050873338,,
a0910,user,6724fbe7bf2c028a,11,11,7,0.5,EWC,EWC (lambda=10000),continual_learning_baseline,False,embedding,"{""lambda"": 10000}",fixed_from_existing_result,0.719775484282357,0.6847762516609619,0.4937018495537238,0.5128198174260573,0.6949724259784762,0.6653627311522048,0.7746707273662145,0.7400313104337416,0.0849718526005745
a0910,user,6724fbe7bf2c028a,11,11,7,0.5,DER++,DER++ (mem=5000),continual_learning_baseline,False,embedding,"{""mem_size"": 5000}",fixed_from_existing_result,0.6889711008237411,0.6803511719284474,0.5015224392044012,0.5069833144666313,0.6716817476040049,0.6583688952110005,0.7583543505674654,0.7351102941176471,0.11654508113861084
a0910,user,6724fbe7bf2c028a,11,11,7,0.5,C-LoRA,C-LoRA (lambda=10.0),continual_learning_baseline,False,embedding,"{""lambda"": 10.0}",fixed_from_existing_result,0.6924069663505957,0.6841567900771027,0.4604740171304999,0.47572762373783317,0.6909032499866146,0.6660739687055477,0.7812014402122418,0.7530463750328745,0.14271685481071472
a0910,user,6724fbe7bf2c028a,11,11,7,0.5,X-DER,X-DER (mem=5000),gncdm_baseline,False,gncdm_concept,"{""mem_size"": 5000}",fixed_from_user_specification,0.6571615165867029,0.6767606164759792,0.4552572971179649,0.4639532736568226,0.7040209883814317,0.6711711711711712,0.798645006192176,0.771499176276771,0.03810172155499458
a0910,user,6724fbe7bf2c028a,11,11,7,0.5,Full-Replay,Full Replay Oracle,oracle,True,gncdm_concept,{},fixed_or_not_applicable,0.6578839267690104,0.6866850011091721,0.4547713517462898,0.4589386925142255,0.7065374524816619,0.6714082503556188,0.8008285184781424,0.7723764164887502,0.027643900364637375
a0910,user,6724fbe7bf2c028a,11,11,7,0.5,C-LoRA-GNCDM,C-LoRA-GNCDM (lambda=10),gncdm_baseline,False,gncdm_concept,"{""lambda"": 10.0}",fixed_from_existing_result,0.6426495410042409,0.656623232708539,0.47325931059067855,0.49049325678685424,0.660545055415752,0.5926979611190137,0.7505508341202393,0.6349341266468338,0.03205293044447899
a0910,user,6724fbe7bf2c028a,11,11,7,0.5,ICD,ICD,external_baseline,False,icd_trait,{},fixed_protocol_external_icd,0.6175679079884121,0.6479567083998348,0.5038264506443288,0.4888866412348883,0.5133632093299498,0.6338922155688623,0.5261553020345934,0.713146288824247,4.12156343460083
a0910,user,6724fbe7bf2c028a,11,11,7,0.5,CLEAN-Full,Ours (Dynamic DNA),gncdm_strategy,False,gncdm_concept,{},fixed_or_not_applicable,0.658005912930243,0.7123347797614696,0.45633287840776177,0.4528991472972093,0.6991486855490711,0.6942863916548128,0.790734050873338,0.7804171988080034,0.0
a0910,user,6724fbe7bf2c028a,11,11,7,0.5,CLEAN-LoRA,Ours (LoRA),gncdm_strategy,False,gncdm_concept,{},fixed_or_not_applicable,0.658005912930243,0.7188595473719271,0.45633287840776177,0.4481331402583101,0.6991486855490711,0.6961830251303935,0.790734050873338,0.7843500210349179,0.0
