dataset,split,protocol,method,metric,n,mean,sd
a0910,random,ec6331b45abd69ac,C-LoRA,Balanced_ACC,5,0.6654385209830104,0.002181480630361934
a0910,random,ec6331b45abd69ac,C-LoRA-GNCDM,Balanced_ACC,5,0.6968138992465422,0.022082664553039717
a0910,random,ec6331b45abd69ac,CLEAN-Full,Balanced_ACC,5,0.7311524414104549,0.001648389423632233
a0910,random,ec6331b45abd69ac,DER++,Balanced_ACC,5,0.6904452772477081,0.0014472605264409868
a0910,random,ec6331b45abd69ac,EWC,Balanced_ACC,5,0.6621431952441773,0.003983275976044405
a0910,random,ec6331b45abd69ac,G-NCDM(Anchor),Balanced_ACC,0,,
a0910,random,ec6331b45abd69ac,ICD,Balanced_ACC,5,0.5757837772591936,0.0
a0910,random,ec6331b45abd69ac,X-DER,Balanced_ACC,5,0.7193593521257002,0.0005513172160978196
