dataset,seed,method,method_key,ACC_old,ACC_new,ACC_overall,Balanced_ACC
a0910,2,Full Replay Oracle,Full-Replay,0.7361457945911482,0.7337253504395344,0.7353977752487243,0.7354196613456639
a0910,2,C-LoRA-GNCDM,C-LoRA-GNCDM,0.7171776207427873,0.7163221667854597,0.7169132493850728,0.7169209845555891
a0910,2,ICD,ICD,0.543976824655991,0.65,0.5767424581243954,0.5757837772591936
a0910,2,CLEAN-Full,CLEAN-Full,0.7364380213591202,0.7237467331907816,0.7325158779690885,0.7326306349086186
a0910,2,CLEAN-LoRA,CLEAN-LoRA,0.7364380213591202,0.7191732002851033,0.731102463379713,0.731258575036915
a0910,3,G-NCDM,G-NCDM(Anchor),0.7364911534987514,,0.7364911534987514,
a0910,3,EWC,EWC,0.6678709951649753,0.6418389166072701,0.6598259848012041,0.6600613715976636
a0910,3,DER++,DER++,0.696801445194198,0.6827631266334047,0.6924630125922391,0.69258994962596
a0910,3,C-LoRA,C-LoRA,0.6734233037564423,0.642967450700879,0.664011160468446,0.6642865478397733
a0910,3,X-DER,X-DER,0.7311779395356252,0.6926229508196722,0.7192628216894893,0.7196114429208392
a0910,3,Full Replay Oracle,Full-Replay,0.736517719568567,0.7277263007840342,0.7338008003230662,0.7338802939332072
a0910,3,C-LoRA-GNCDM,C-LoRA-GNCDM,0.7032304340895807,0.6974340698503207,0.7014391130364551,0.7014915248178027
a0910,3,ICD,ICD,0.543976824655991,0.65,0.5767424581243954,0.5757837772591936
a0910,3,CLEAN-Full,CLEAN-Full,0.7364911534987514,0.7235685435970539,0.7324975219354601,0.7326143705282422
a0910,3,CLEAN-LoRA,CLEAN-LoRA,0.7364911534987514,0.7233309574720836,0.7324240978009472,0.7325430946907511
a0910,5,G-NCDM,G-NCDM(Anchor),0.7333829233303225,,0.7333829233303225,
a0910,5,EWC,EWC,0.6513734658094682,0.6297814207650273,0.6447006130915232,0.6448958522961359
a0910,5,DER++,DER++,0.6924977418840657,0.6714183891660727,0.6859833327214655,0.6861739360686677
a0910,5,C-LoRA,C-LoRA,0.6776738749269433,0.6476003801378,0.6683798964719704,0.6686518264902003
a0910,5,X-DER,X-DER,0.7262897826895489,0.7006414825374199,0.7183633760417049,0.7185952926439101
a0910,5,Full Replay Oracle,Full-Replay,0.7378725891291642,0.7302209550962224,0.7355079114504938,0.7355770989192817
a0910,5,C-LoRA-GNCDM,C-LoRA-GNCDM,0.7070825142128474,0.7295081967213115,0.7140129960718088,0.7138102189653865
a0910,5,ICD,ICD,0.543976824655991,0.65,0.5767424581243954,0.5757837772591936
