Method,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
X-DER (mem=5000),0.6595982269120604,0.6754376513775047,0.4508771295121397,0.4634620953356192,0.6963109707126413,0.6654812707444286,0.7969499534617313,0.7770227560050569,0.028496582061052322
