Method,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
X-DER (mem=5000),0.6649895102317929,0.6772106035764497,0.44882232115452353,0.465005525962318,0.7096964180542914,0.6695116168800379,0.8108428691041027,0.7717747216764899,0.03283415734767914
