Method,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,RD
X-DER (mem=5000),0.6571615165867029,0.6767606164759792,0.4552572971179649,0.4639532736568226,0.7040209883814317,0.6711711711711712,0.798645006192176,0.771499176276771,0.03810172155499458
